Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.01       2/2           decltype (({parm#1}.destroy)({parm#2})) std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::_S_destroy<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>, jbutil::matrix<int> >(jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&, jbutil::matrix<int>*, int) [33]
-----------------------------------------------
                0.00    0.01       2/2           jbutil::vector<jbutil::matrix<int>, 128ul>::~vector() [31]
[35]     6.2    0.00    0.01       2         std::vector<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::~vector() [35]
                0.00    0.01       2/2           void std::_Destroy<jbutil::matrix<int>*, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >(jbutil::matrix<int>*, jbutil::matrix<int>*, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&) [37]
                0.00    0.00       2/8           std::_Vector_base<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::_M_get_Tp_allocator() [166]
                0.00    0.00       2/2           std::_Vector_base<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::~_Vector_base() [290]
-----------------------------------------------
                0.00    0.01       2/2           jbutil::vector<jbutil::vector<int, 128ul>, 128ul>::~vector() [30]
[36]     6.2    0.00    0.01       2         std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::~vector() [36]
                0.00    0.01       2/2           void std::_Destroy<jbutil::vector<int, 128ul>*, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >(jbutil::vector<int, 128ul>*, jbutil::vector<int, 128ul>*, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&) [38]
                0.00    0.00       2/8           std::_Vector_base<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_get_Tp_allocator() [167]
                0.00    0.00       2/2           std::_Vector_base<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::~_Vector_base() [296]
-----------------------------------------------
                0.00    0.01       2/2           std::vector<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::~vector() [35]
[37]     6.2    0.00    0.01       2         void std::_Destroy<jbutil::matrix<int>*, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >(jbutil::matrix<int>*, jbutil::matrix<int>*, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&) [37]
                0.00    0.01       2/2           void std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::destroy<jbutil::matrix<int> >(jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&, jbutil::matrix<int>*) [34]
                0.00    0.00       2/4           jbutil::matrix<int>* std::__addressof<jbutil::matrix<int> >(jbutil::matrix<int>&) [219]
-----------------------------------------------
                0.00    0.01       2/2           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::~vector() [36]
[38]     6.2    0.00    0.01       2         void std::_Destroy<jbutil::vector<int, 128ul>*, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >(jbutil::vector<int, 128ul>*, jbutil::vector<int, 128ul>*, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&) [38]
                0.00    0.01    1126/1126        void std::allocator_traits<jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::destroy<jbutil::vector<int, 128ul> >(jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&, jbutil::vector<int, 128ul>*) [25]
                0.00    0.00    1126/2252        jbutil::vector<int, 128ul>* std::__addressof<jbutil::vector<int, 128ul> >(jbutil::vector<int, 128ul>&) [120]
-----------------------------------------------
                0.00    0.00   63740/1891658     jbutil::image<int>::channels() const [76]
                0.00    0.00  820553/1891658     jbutil::vector<jbutil::matrix<int>, 128ul>::operator()(int) [18]
                0.00    0.01 1007365/1891658     jbutil::vector<jbutil::matrix<int>, 128ul>::operator()(int) const [11]
[39]     6.2    0.00    0.01 1891658         jbutil::vector<jbutil::matrix<int>, 128ul>::size() const [39]
                0.01    0.00 1894976/1894992     std::vector<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::size() const [20]
-----------------------------------------------
                0.00    0.00       1/2           jbutil::image<int>::image(int, int, int, int) [41]
                0.00    0.00       1/2           jbutil::image<int>::load(std::istream&) [14]
[40]     4.7    0.00    0.01       2         jbutil::matrix<int>::resize(int, int) [40]
                0.00    0.01    1126/1126        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::resize(unsigned long) [52]
                0.00    0.00       2/2           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::resize(unsigned long) [66]
                0.00    0.00    1126/816444      std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::operator[](unsigned long) [91]
-----------------------------------------------
                0.00    0.01       2/2           void process<float>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, float, int) [8]
[41]     3.6    0.00    0.01       2         jbutil::image<int>::image(int, int, int, int) [41]
                0.00    0.00       1/2           jbutil::matrix<int>::resize(int, int) [40]
                0.00    0.00       2/2           jbutil::vector<jbutil::matrix<int>, 128ul>::vector(unsigned long) [70]
                0.00    0.00       2/3           std::vector<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::resize(unsigned long) [68]
                0.00    0.00       1/817664      jbutil::vector<jbutil::matrix<int>, 128ul>::operator()(int) [18]
-----------------------------------------------
                0.01    0.00  918412/918412      jbutil::matrix<int>::operator()(int, int) const [10]
[42]     3.1    0.01    0.00  918412         std::vector<int, jbutil::aligned_allocator<int, 128ul> >::operator[](unsigned long) const [42]
-----------------------------------------------
                0.01    0.00  639140/639140      int* std::__uninitialized_default_n_a<int*, unsigned long, jbutil::aligned_allocator<int, 128ul> >(int*, unsigned long, jbutil::aligned_allocator<int, 128ul>&) [45]
[43]     3.1    0.01    0.00  639140         decltype (_S_construct({parm#1}, {parm#2})) std::allocator_traits<jbutil::aligned_allocator<int, 128ul> >::construct<int>(jbutil::aligned_allocator<int, 128ul>&, int*) [43]
                0.00    0.00  639140/639140      std::enable_if<std::__and_<std::allocator_traits<jbutil::aligned_allocator<int, 128ul> >::__construct_helper<int>::type>::value, void>::type std::allocator_traits<jbutil::aligned_allocator<int, 128ul> >::_S_construct<int>(jbutil::aligned_allocator<int, 128ul>&, int*) [96]
-----------------------------------------------
                0.00    0.00    1126/2252        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::_M_default_append(unsigned long) [51]
                0.00    0.00    1126/2252        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_M_create_storage(unsigned long) [55]
[44]     3.1    0.00    0.01    2252         std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_M_allocate(unsigned long) [44]
                0.01    0.00    1126/1126        std::allocator_traits<jbutil::aligned_allocator<int, 128ul> >::allocate(jbutil::aligned_allocator<int, 128ul>&, unsigned long) [50]
-----------------------------------------------
                0.00    0.00    1126/2252        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::_M_default_append(unsigned long) [51]
                0.00    0.00    1126/2252        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::_M_default_initialize(unsigned long) [57]
[45]     3.1    0.00    0.01    2252         int* std::__uninitialized_default_n_a<int*, unsigned long, jbutil::aligned_allocator<int, 128ul> >(int*, unsigned long, jbutil::aligned_allocator<int, 128ul>&) [45]
                0.01    0.00  639140/639140      decltype (_S_construct({parm#1}, {parm#2})) std::allocator_traits<jbutil::aligned_allocator<int, 128ul> >::construct<int>(jbutil::aligned_allocator<int, 128ul>&, int*) [43]
                0.00    0.00  639140/1278280     int* std::__addressof<int>(int&) [85]
-----------------------------------------------
                0.00    0.01    1126/1126        void __gnu_cxx::new_allocator<jbutil::vector<int, 128ul> >::construct<jbutil::vector<int, 128ul>>(jbutil::vector<int, 128ul>*) [47]
[46]     3.1    0.00    0.01    1126         jbutil::vector<int, 128ul>::vector(unsigned long) [46]
                0.00    0.01    1126/1126        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::vector(unsigned long, jbutil::aligned_allocator<int, 128ul> const&) [53]
                0.00    0.00    1126/1126        jbutil::aligned_allocator<int, 128ul>::aligned_allocator() [125]
                0.00    0.00    1126/3378        jbutil::aligned_allocator<int, 128ul>::~aligned_allocator() [112]
-----------------------------------------------
                0.00    0.01    1126/1126        std::enable_if<std::__and_<std::allocator_traits<jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::__construct_helper<jbutil::vector<int, 128ul>>::type>::value, void>::type std::allocator_traits<jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_S_construct<jbutil::vector<int, 128ul>>(jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&, jbutil::vector<int, 128ul>*) [48]
[47]     3.1    0.00    0.01    1126         void __gnu_cxx::new_allocator<jbutil::vector<int, 128ul> >::construct<jbutil::vector<int, 128ul>>(jbutil::vector<int, 128ul>*) [47]
                0.00    0.01    1126/1126        jbutil::vector<int, 128ul>::vector(unsigned long) [46]
                0.00    0.00    1126/640275      operator new(unsigned long, void*) [92]
-----------------------------------------------
                0.00    0.01    1126/1126        decltype (_S_construct({parm#1}, {parm#2})) std::allocator_traits<jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::construct<jbutil::vector<int, 128ul>>(jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&, jbutil::vector<int, 128ul>*) [49]
[48]     3.1    0.00    0.01    1126         std::enable_if<std::__and_<std::allocator_traits<jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::__construct_helper<jbutil::vector<int, 128ul>>::type>::value, void>::type std::allocator_traits<jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_S_construct<jbutil::vector<int, 128ul>>(jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&, jbutil::vector<int, 128ul>*) [48]
                0.00    0.01    1126/1126        void __gnu_cxx::new_allocator<jbutil::vector<int, 128ul> >::construct<jbutil::vector<int, 128ul>>(jbutil::vector<int, 128ul>*) [47]
-----------------------------------------------
                0.00    0.01    1126/1126        jbutil::vector<int, 128ul>* std::__uninitialized_default_n_a<jbutil::vector<int, 128ul>*, unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >(jbutil::vector<int, 128ul>*, unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&) [54]
[49]     3.1    0.00    0.01    1126         decltype (_S_construct({parm#1}, {parm#2})) std::allocator_traits<jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::construct<jbutil::vector<int, 128ul>>(jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&, jbutil::vector<int, 128ul>*) [49]
                0.00    0.01    1126/1126        std::enable_if<std::__and_<std::allocator_traits<jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::__construct_helper<jbutil::vector<int, 128ul>>::type>::value, void>::type std::allocator_traits<jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_S_construct<jbutil::vector<int, 128ul>>(jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&, jbutil::vector<int, 128ul>*) [48]
-----------------------------------------------
                0.01    0.00    1126/1126        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_M_allocate(unsigned long) [44]
[50]     3.1    0.01    0.00    1126         std::allocator_traits<jbutil::aligned_allocator<int, 128ul> >::allocate(jbutil::aligned_allocator<int, 128ul>&, unsigned long) [50]
                0.00    0.00    1126/1126        jbutil::aligned_allocator<int, 128ul>::allocate(unsigned long, void const*) [124]
-----------------------------------------------
                0.00    0.01    1126/1126        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::resize(unsigned long) [52]
[51]     3.1    0.00    0.01    1126         std::vector<int, jbutil::aligned_allocator<int, 128ul> >::_M_default_append(unsigned long) [51]
                0.00    0.00    1126/2252        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_M_allocate(unsigned long) [44]
                0.00    0.00    1126/2252        int* std::__uninitialized_default_n_a<int*, unsigned long, jbutil::aligned_allocator<int, 128ul> >(int*, unsigned long, jbutil::aligned_allocator<int, 128ul>&) [45]
                0.00    0.00    2252/4504        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::max_size() const [110]
                0.00    0.00    2252/4504        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_M_get_Tp_allocator() [111]
                0.00    0.00    1126/7882        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::size() const [102]
                0.00    0.00    1126/1126        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::_M_check_len(unsigned long, char const*) const [127]
                0.00    0.00    1126/1126        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::_S_relocate(int*, int*, int*, jbutil::aligned_allocator<int, 128ul>&) [134]
                0.00    0.00    1126/2252        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_M_deallocate(int*, unsigned long) [119]
-----------------------------------------------
                0.00    0.01    1126/1126        jbutil::matrix<int>::resize(int, int) [40]
[52]     3.1    0.00    0.01    1126         std::vector<int, jbutil::aligned_allocator<int, 128ul> >::resize(unsigned long) [52]
                0.00    0.01    1126/1126        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::_M_default_append(unsigned long) [51]
                0.00    0.00    2252/7882        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::size() const [102]
-----------------------------------------------
                0.00    0.01    1126/1126        jbutil::vector<int, 128ul>::vector(unsigned long) [46]
[53]     3.1    0.00    0.01    1126         std::vector<int, jbutil::aligned_allocator<int, 128ul> >::vector(unsigned long, jbutil::aligned_allocator<int, 128ul> const&) [53]
                0.00    0.00    1126/1126        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_Vector_base(unsigned long, jbutil::aligned_allocator<int, 128ul> const&) [56]
                0.00    0.00    1126/1126        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::_M_default_initialize(unsigned long) [57]
                0.00    0.00    1126/1126        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::_S_check_init_len(unsigned long, jbutil::aligned_allocator<int, 128ul> const&) [136]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_default_append(unsigned long) [64]
                0.00    0.00       2/4           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_default_initialize(unsigned long) [65]
[54]     3.1    0.00    0.01       4         jbutil::vector<int, 128ul>* std::__uninitialized_default_n_a<jbutil::vector<int, 128ul>*, unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >(jbutil::vector<int, 128ul>*, unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&) [54]
                0.00    0.01    1126/1126        decltype (_S_construct({parm#1}, {parm#2})) std::allocator_traits<jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::construct<jbutil::vector<int, 128ul>>(jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&, jbutil::vector<int, 128ul>*) [49]
                0.00    0.00    1126/2252        jbutil::vector<int, 128ul>* std::__addressof<jbutil::vector<int, 128ul> >(jbutil::vector<int, 128ul>&) [120]
-----------------------------------------------
                0.00    0.00    1126/1126        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_Vector_base(unsigned long, jbutil::aligned_allocator<int, 128ul> const&) [56]
[55]     1.6    0.00    0.00    1126         std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_M_create_storage(unsigned long) [55]
                0.00    0.00    1126/2252        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_M_allocate(unsigned long) [44]
-----------------------------------------------
                0.00    0.00    1126/1126        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::vector(unsigned long, jbutil::aligned_allocator<int, 128ul> const&) [53]
[56]     1.6    0.00    0.00    1126         std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_Vector_base(unsigned long, jbutil::aligned_allocator<int, 128ul> const&) [56]
                0.00    0.00    1126/1126        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_M_create_storage(unsigned long) [55]
                0.00    0.00    1126/1126        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_Vector_impl::_Vector_impl(jbutil::aligned_allocator<int, 128ul> const&) [129]
-----------------------------------------------
                0.00    0.00    1126/1126        std::vector<int, jbutil::aligned_allocator<int, 128ul> >::vector(unsigned long, jbutil::aligned_allocator<int, 128ul> const&) [53]
[57]     1.6    0.00    0.00    1126         std::vector<int, jbutil::aligned_allocator<int, 128ul> >::_M_default_initialize(unsigned long) [57]
                0.00    0.00    1126/2252        int* std::__uninitialized_default_n_a<int*, unsigned long, jbutil::aligned_allocator<int, 128ul> >(int*, unsigned long, jbutil::aligned_allocator<int, 128ul>&) [45]
                0.00    0.00    1126/4504        std::_Vector_base<int, jbutil::aligned_allocator<int, 128ul> >::_M_get_Tp_allocator() [111]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::_M_default_append(unsigned long) [69]
                0.00    0.00       2/4           std::vector<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::_M_default_initialize(unsigned long) [71]
[58]     1.6    0.00    0.00       4         jbutil::matrix<int>* std::__uninitialized_default_n_a<jbutil::matrix<int>*, unsigned long, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >(jbutil::matrix<int>*, unsigned long, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&) [58]
                0.00    0.00       2/2           decltype (_S_construct({parm#1}, {parm#2})) std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::construct<jbutil::matrix<int>>(jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&, jbutil::matrix<int>*) [63]
                0.00    0.00       2/4           jbutil::matrix<int>* std::__addressof<jbutil::matrix<int> >(jbutil::matrix<int>&) [219]
-----------------------------------------------
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<jbutil::matrix<int> >::construct<jbutil::matrix<int>>(jbutil::matrix<int>*) [61]
[59]     1.6    0.00    0.00       2         jbutil::matrix<int>::matrix() [59]
                0.00    0.00       2/2           jbutil::vector<jbutil::vector<int, 128ul>, 128ul>::vector(unsigned long) [60]
-----------------------------------------------
                0.00    0.00       2/2           jbutil::matrix<int>::matrix() [59]
[60]     1.6    0.00    0.00       2         jbutil::vector<jbutil::vector<int, 128ul>, 128ul>::vector(unsigned long) [60]
                0.00    0.00       2/2           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::vector(unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> const&) [67]
                0.00    0.00       2/2           jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>::aligned_allocator() [263]
                0.00    0.00       2/6           jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>::~aligned_allocator() [173]
-----------------------------------------------
                0.00    0.00       2/2           std::enable_if<std::__and_<std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::__construct_helper<jbutil::matrix<int>>::type>::value, void>::type std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::_S_construct<jbutil::matrix<int>>(jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&, jbutil::matrix<int>*) [62]
[61]     1.6    0.00    0.00       2         void __gnu_cxx::new_allocator<jbutil::matrix<int> >::construct<jbutil::matrix<int>>(jbutil::matrix<int>*) [61]
                0.00    0.00       2/2           jbutil::matrix<int>::matrix() [59]
                0.00    0.00       2/640275      operator new(unsigned long, void*) [92]
-----------------------------------------------
                0.00    0.00       2/2           decltype (_S_construct({parm#1}, {parm#2})) std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::construct<jbutil::matrix<int>>(jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&, jbutil::matrix<int>*) [63]
[62]     1.6    0.00    0.00       2         std::enable_if<std::__and_<std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::__construct_helper<jbutil::matrix<int>>::type>::value, void>::type std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::_S_construct<jbutil::matrix<int>>(jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&, jbutil::matrix<int>*) [62]
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<jbutil::matrix<int> >::construct<jbutil::matrix<int>>(jbutil::matrix<int>*) [61]
-----------------------------------------------
                0.00    0.00       2/2           jbutil::matrix<int>* std::__uninitialized_default_n_a<jbutil::matrix<int>*, unsigned long, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >(jbutil::matrix<int>*, unsigned long, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&) [58]
[63]     1.6    0.00    0.00       2         decltype (_S_construct({parm#1}, {parm#2})) std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::construct<jbutil::matrix<int>>(jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&, jbutil::matrix<int>*) [63]
                0.00    0.00       2/2           std::enable_if<std::__and_<std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::__construct_helper<jbutil::matrix<int>>::type>::value, void>::type std::allocator_traits<jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::_S_construct<jbutil::matrix<int>>(jbutil::aligned_allocator<jbutil::matrix<int>, 128ul>&, jbutil::matrix<int>*) [62]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::resize(unsigned long) [66]
[64]     1.6    0.00    0.00       2         std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_default_append(unsigned long) [64]
                0.00    0.00       2/4           jbutil::vector<int, 128ul>* std::__uninitialized_default_n_a<jbutil::vector<int, 128ul>*, unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >(jbutil::vector<int, 128ul>*, unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&) [54]
                0.00    0.00       4/8           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::max_size() const [164]
                0.00    0.00       4/8           std::_Vector_base<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_get_Tp_allocator() [167]
                0.00    0.00       2/14          std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::size() const [143]
                0.00    0.00       2/2           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_check_len(unsigned long, char const*) const [274]
                0.00    0.00       2/4           std::_Vector_base<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_allocate(unsigned long) [213]
                0.00    0.00       2/2           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_S_relocate(jbutil::vector<int, 128ul>*, jbutil::vector<int, 128ul>*, jbutil::vector<int, 128ul>*, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&) [310]
                0.00    0.00       2/4           std::_Vector_base<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_deallocate(jbutil::vector<int, 128ul>*, unsigned long) [214]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::vector(unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> const&) [67]
[65]     1.6    0.00    0.00       2         std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_default_initialize(unsigned long) [65]
                0.00    0.00       2/4           jbutil::vector<int, 128ul>* std::__uninitialized_default_n_a<jbutil::vector<int, 128ul>*, unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >(jbutil::vector<int, 128ul>*, unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul>&) [54]
                0.00    0.00       2/8           std::_Vector_base<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_get_Tp_allocator() [167]
-----------------------------------------------
                0.00    0.00       2/2           jbutil::matrix<int>::resize(int, int) [40]
[66]     1.6    0.00    0.00       2         std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::resize(unsigned long) [66]
                0.00    0.00       2/2           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_default_append(unsigned long) [64]
                0.00    0.00       4/14          std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::size() const [143]
-----------------------------------------------
                0.00    0.00       2/2           jbutil::vector<jbutil::vector<int, 128ul>, 128ul>::vector(unsigned long) [60]
[67]     1.6    0.00    0.00       2         std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::vector(unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> const&) [67]
                0.00    0.00       2/2           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_M_default_initialize(unsigned long) [65]
                0.00    0.00       2/2           std::vector<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_S_check_init_len(unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> const&) [312]
                0.00    0.00       2/2           std::_Vector_base<jbutil::vector<int, 128ul>, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> >::_Vector_base(unsigned long, jbutil::aligned_allocator<jbutil::vector<int, 128ul>, 128ul> const&) [295]
-----------------------------------------------
                0.00    0.00       1/3           jbutil::image<int>::load(std::istream&) [14]
                0.00    0.00       2/3           jbutil::image<int>::image(int, int, int, int) [41]
[68]     0.8    0.00    0.00       3         std::vector<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::resize(unsigned long) [68]
                0.00    0.00       2/2           std::vector<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::_M_default_append(unsigned long) [69]
                0.00    0.00       6/1894992     std::vector<jbutil::matrix<int>, jbutil::aligned_allocator<jbutil::matrix<int>, 128ul> >::size() const [20]
-----------------------------------------------
